,Query,Sql pattern new
7344,show me expenses for plants and soil this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
7345,How much did we pay cigna health care the Last fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""cigna health care"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days');"
7346,What payment method was used to pay invoice #101010,"select payment_method from master_txn_table where transaction_type = 'invoice' and transaction_id = ""101010"""
7347,How much did we pay tim philip masonry the Last 12 months?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""tim philip masonry"" and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date) "
7348,How much did we spend on ellis equipment rental in This quarter to date?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""ellis equipment rental"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date) "
7349,"How much has Salesperson X collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and misc.salesperson = X and product_service = 'Bond fees'"
7350,What's the total number of invoices we've issued dukes basketball camp?,"select count(distinct transaction_id) from master_txn_table where customers = ""dukes basketball camp"" and transaction_type = 'invoice'"
7351,"This year, how much did we pay e?","select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""e"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
7352,How much has pye's cake been paying us every month,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table where customers = ""pye's cake"" group by strftime(""%m"", transaction_date);"
7353,How many invoices were paid today?,
7354,When was the last time video games by dan paid you?,"select transaction_date from master_txn_table where customers = ""video games by dan"" and transaction_type = 'payment' order by transaction_date desc limit 1"
7355,What was our smallest expense This quarter?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
7356,"In the Last fiscal year, how many soil did cool car sell?","select sum(quantity) from master_txn_table where customers = ""cool car"" and product_service = ""soil"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days');"
7357,What was the most recent invoice for pest control?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and product_service = ""pest control"" order by transaction_date desc limit 1"
7358,What's the last journal entry that weiskopf consulting recorded?,"select * from journal_entry where customer_name = ""weiskopf consulting"" order by transaction_date desc limit 1"
7359,How many VISA transactions did we have yesterday?,select count(distinct transaction_id) from master_txn_table where payment_method = 'visa'
7360,what are sales by location this year,"select billing_city, sum(credit) from master_txn_table as T1 inner join customers as T2 on T1.customers = T2.customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
7361,How much credit does sushi by katsuyuki have on <date>?,"select sum(open_balance) from (select distinct transaction_id, open_balance from master_txn_table where customers = ""sushi by katsuyuki"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account = 'account receivable')"
7362,When did customer amy's bird sanctuary last pay? ,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""amy's bird sanctuary"" and transaction_type = 'payment' order by transaction_date desc limit 1"
7363,How many invoices have we sent to amy's bird sanctuary?,"select count(distinct transaction_id) from master_txn_table where customers = ""amy's bird sanctuary"" and transaction_type = 'invoice'"
7364,How much money have we paid to squeaky kleen car wash This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""squeaky kleen car wash"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
7365,"In the Last year, how many services did video game by dan sell?","select sum(quantity) from master_txn_table where customers = ""video game by dan"" and product_service = ""services"" and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
7366,When did weiskopf consulting last pay?,"select transaction_date from master_txn_table where customers = ""weiskopf consulting"" and transaction_type = 'payment' order by transaction_date desc limit 1"
7367,How much total income did we receive from credit card transactions yesterday?,"select sum(credit) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and T2.credit_card = ""yes"" "
7368,"which services category  rago travel agency am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""rago travel agency"" and instr(account,""services"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
7369,What's the last journal entry that wedding planning by whitney recorded?,"select * from journal_entry where customer_name = ""wedding planning by whitney"" order by transaction_date desc limit 1"
7370,What was the mean invoice amount for services in august?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""services"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
7371,What are my total project costs for Project XYZ?,select sum(debit) from master_txn_table where misc.project = 'XYZ'
7372,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
7373,What are my AP This year?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
7374,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
7375,How much did gevelber photography spend on travel in July?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""gevelber photography"" and instr(account,""travel"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
7376,What were our total payroll expenses This year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
7377,What were our total payroll expenses This year to date?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
7378,Give me list of invoices which are due in next 7 days,"select transaction_id from master_txn_table where due_date <= date(current_timestamp,'+7 days') and AR_Paid = 'unpaid'"
7379,"This quarter to date, what are my AR?",select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
7380,"This quarter, how much has wedding planning by whitney paid us?","select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""wedding planning by whitney"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
7381,Did we receive payment from kookies by kathy partnership last year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""kookies by kathy"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) - 1"
7382,What was the last invoice for weiskopf consulting?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""weiskopf consulting"" order by transaction_date desc limit 1"
7383,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
7384,"As of This week, how many invoices for video game by dan remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""video game by dan"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
7385,"Last 7 days, what are my AR?","select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
7386,Show how many transactions you've had with video games by dan,"select count(distinct transaction_id) from master_txn_table where customers = ""video games by dan"""
7387,What was our total income from weiskopf consulting in This fiscal year to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""weiskopf consulting"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
7388,"This month to date, what was our largest expense?","select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  order by sum(debit) desc limit 1"
7389,How are my sales year to date compared to last year?,"select strftime(""%Y"", transaction_date), sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_date) - 1 group by strftime(""%Y"", transaction_date)"
7390,"As of This month, how many invoices for shara barnett were still outstanding?","select count(distinct transaction_id) from master_txn_table where customers = ""shara barnett"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
7391,How many duke basketball camp invoices are still oustanding?,"select count(*) from master_txn_table where customers = ""duke basketball camp"" and Open_balance > 0"
7392,How much did kate whelan spend YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""kate whelan"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
7393,What was the mean bill freeman sporting goods received from squeaky kleen car wash?,"select avg(credit) from master_txn_table where customers = ""freeman sporting goods"" and transaction_type = 'bill' and vendor = ""squeaky kleen car wash"""
7394,What are my AR Last 12 months?,"select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date) "
7395,Show all transactions with Mr B,"select distinct transaction_type, transaction_id from master_txn_table where customers = 'B' or vendor = 'B'"
7396,What was the last invoice for travis waldron?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""travis waldron"" order by transaction_date desc limit 1"
7397,What were my outgoings during the This quarter to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
7398,When was shara barnett first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""shara barnett"" order by transaction_date limit 1"
7399,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
7400,When did red rock diner first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""red rock diner"" order by transaction_date limit 1"
7401,How many sonnenschein family store invoices haven't been paid yet?,"select count(distinct transaction_id) from master_txn_table where customers = ""sonnenschein family store"" and open_balance > 0 and transaction_type = 'invoice'"
7402,What was the min bill wedding planning by whitney received from fidelity?,"select min(credit) from master_txn_table where customers = ""wedding planning by whitney"" and transaction_type = 'bill' and vendor = ""fidelity"""
7403,How many invoices are past due since This month to date?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  and open_balance > 0"
7404,how much did we spend with tania's nursery on professional fee,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""professional fee"") and vendor = ""tania's nursery"""
7405,How much total income did we receive from credit card transactions yesterday?,"select sum(credit) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and T2.credit_card = ""yes"" "
7406,How much money does customer john melton still owe?,"select balance from customers where customer_name = ""john melton"""
7407,"which rent or lease category  video game by dan am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""video game by dan"" and instr(account,""rent or lease"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
7408,How many invoices were paid This month?,
7409,How much revenue came through 55 twin lane last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""55 twin lane"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
7410,How much did we spend on robertson & associate in Last 7 days?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""robertson & associate"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
7411,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
7412,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
7413,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
7414,How many account payable did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""account payable"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
7415,How much money have we paid to diego's road warrior bodyshop yesterday?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""diego's road warrior bodyshop"" and transaction_date date( current_date, ""-1 days"")"
7416,When was sonnenschein family store first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""sonnenschein family store"" order by transaction_date limit 1"
7417,What was the last invoice for sushi by katsuyuki?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""sushi by katsuyuki"" order by transaction_date desc limit 1"
7418,"august, what are my account payable?",select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
7419,What was the min invoice amount for maintenance and repair in This fiscal year to date?,"select min(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""maintenance and repair"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
7420,How many cool cars invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""cool cars"" and open_balance > 0 and transaction_type = 'invoice'"
7421,What were my expenses in the This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
7422,What are my AP This month to date?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
7423,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
7424,"This quarter to date, how many invoices have been paid?",
7425,How much balance sonnenschein family store have available in checking account?,"select balance from chart_of_accounts where customers = ""sonnenschein family store"" and account_name = 'checking'"
7426,What's the total number of invoices we've issued jeff's jalopy?,"select count(distinct transaction_id) from master_txn_table where customers = ""jeff's jalopy"" and transaction_type = 'invoice'"
7427,How many john melton invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""john melton"" and open_balance > 0 and transaction_type = 'invoice'"
7428,When was the last time we billed for installation,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""installation"" order by transaction_date desc limit 1"
7429,What was the first invoice for soil?,"select transaction_id from master_txn_table where product_service = ""soil"" and transaction_type = 'invoice' order by transaction_date limit 1"
7430,What is the average spend per month on equipment rental in the last 12 months?,"select sum(debit)/12 from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""equipment rental"") and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1 and account_type in ('Expense','Other Expense')"
7431,When was 0969 ocean view road first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""0969 ocean view road"" order by transaction_date limit 1"
7432,Show me total sales by month,"select sum(amount) from master_txn_table where transaction_type = ""Invoice"" group by strftime(""%m"", transaction_date)"
7433,What are my total sales by sprinkler heads?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""sprinkler heads"""
7434,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
7435,How much have we been spending on fee billed Last fiscal year ?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""fee billed"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days');"
7436,How much money did we make This fiscal year to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
7437,How much has sonnenschein family store paid us year to date?,"select sum(credit) from master_txn_table where customers = ""sonnenschein family store"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp)"
7438,What are my AR between <date> and <date>?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date)
7439,How much credit does customer diego rodriguez have year to date?,"select balance from customers where customer_name = ""diego rodriguez"""
7440,When was the first time kookies by kathy paid you?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""kookies by kathy"" order by transaction_date limit 1"
7441,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
7442,When was pye's cake first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""pye's cake"" order by transaction_date limit 1"
7443,How much credit does customer shara barnett have month to date/year to date,"select balance from customers where customer_name = ""shara barnett"""
7444,How many VISA transactions did we have yesterday?,select count(distinct transaction_id) from master_txn_table where payment_method = 'visa'
7445,What's the total number of invoices we've issued paulsen medical supply?,"select count(distinct transaction_id) from master_txn_table where customers = ""paulsen medical supply"" and transaction_type = 'invoice'"
7446,What was the first bill mark cho received from tania's nursery?,"select min(credit) from master_txn_table where customers = ""mark cho"" and transaction_type = 'bill' and vendor = ""tania's nursery"""
7447,I need a list of equipment purchased for cal telephone,"select distinct product_service from master_txn_table where transaction_type = 'purchase order' and vendor = ""cal telephone"""
7448,"Since today, how many invoices have been late?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date date( current_date) and open_balance > 0
7449,What are my AP Last year?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
7450,When was gevelber photography last payment?,"select transaction_date from master_txn_table where customers = ""gevelber photography"" and transaction_type = 'payment' order by transaction_date desc limit 1"
7451,"As of on <date>, how many invoices for freeman sporting good were still outstanding?","select count(distinct transaction_id) from master_txn_table where customers = ""freeman sporting good"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
7452,How many invoices were paid yesterday?,
7453,What were my outgoings during the Last month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"")  and account_type in ('Expense','Other Expense')"
7454,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
7455,How much did we spend on computers by jenni in YTD?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""computers by jenni"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date) "
7456,What was the first invoice for diego rodriguez?,"select transaction_id from master_txn_table where customers = ""diego rodriguez"" and transaction_type = 'invoice' order by transaction_date limit 1"
7457,How much did kate whelan spend on lawyer in July?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""kate whelan"" and instr(account,""lawyer"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
7458,When was the first time we billed for gas and electric?,"select transaction_date from master_txn_table where transaction_type = 'bill' and instr(account,""gas and electric"") order by transaction_date limit 1"
7459,Show all transactions with Mr B,"select distinct transaction_type, transaction_id from master_txn_table where customers = 'B' or vendor = 'B'"
7460,How much money did we make Last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"") "
7461,"Since This quarter, how many invoices have been past due?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
7462,How are my sales year to date compared to last year?,"select strftime(""%Y"", transaction_date), sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_date) - 1 group by strftime(""%Y"", transaction_date)"
7463,How much have we been spending on design income Last 7 days ?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""design income"") and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
7464,What's the total number of invoices we've issued dylan sollfrank?,"select count(distinct transaction_id) from master_txn_table where customers = ""dylan sollfrank"" and transaction_type = 'invoice'"
7465,What are my expenses for the Last 30 days?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
7466,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
7467,"which installation category  kate whelan am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""kate whelan"" and instr(account,""installation"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
7468,What payment method was used to pay invoice #101010,"select payment_method from master_txn_table where transaction_type = 'invoice' and transaction_id = ""101010"""
7469,How much did we spend on computer repair This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""computer repair"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
7470,What is the average spend per month on discount given in the last 12 months?,"select sum(debit)/12 from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""discount given"") and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1 and account_type in ('Expense','Other Expense')"
7471,What was our total spend for fees billed in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""fees billed"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
7472,How many invoices have we sent to duke basketball camp?,"select count(distinct transaction_id) from master_txn_table where customers = ""duke basketball camp"" and transaction_type = 'invoice'"
7473,Who has the most money outstanding?,select customer_name from customers order by balance desc limit 1
7474,"What was the total amount collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
7475,How much did we pay hall property the This month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""hall property"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
7476,Display all transactions involving pye's cakes,"select distinct transaction_id from master_txn_table where customers = ""pye's cakes"""
7477,Show me total sales by month,"select sum(amount) from master_txn_table where transaction_type = ""Invoice"" group by strftime(""%m"", transaction_date)"
7478,When was duke basketball camp first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""duke basketball camp"" order by transaction_date limit 1"
7479,How much has paulsen medical supply paid us today?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""paulsen medical supply"" and transaction_date date( current_date) and account_type in ('Income','Other Income')"
7480,What were my expenses in the Last 30 days?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
7481,What's the last journal entry that sushi by katsuyuki recorded?,"select * from journal_entry where customer_name = ""sushi by katsuyuki"" order by transaction_date desc limit 1"
7482,"MTD, how many invoices have been paid?",
7483,What were my outgoings during the Last 12 months?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
7484,How much money did we make This month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
7485,"Last 7 days, what are my AP?","select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
7486,"Which salesperson generated the most ""Bond Fees"" last month?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%m"",transaction_date) = strftime(""%m"",current_date) - 1 and misc.salesperson = X and product_service = 'Bond fees' group by misc.salesperson order by sum(credit) desc limit 1"
7487,Did we receive payment from amy's bird sanctuary partnership last year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""amy's bird sanctuary"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) - 1"
7488,which product did most of our income come from yesterday?,"select product_service, sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and date(transaction_date) = date(current_date) - 1 group by product_service order by sum(credit) desc limit 1"
7489,What is my average bill for squeaky kleen car wash?,"select avg(credit) from master_txn_table where transaction_type = 'bill' and vendor = ""squeaky kleen car wash"""
7490,How much balance jeff's jalopy have available in checking account?,"select balance from chart_of_accounts where customers = ""jeff's jalopy"" and account_name = 'checking'"
7491,What was the average invoice amount for purchase?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""purchase"")"
