,Query,Sql pattern new
4509,What's the average contract size for the Sales team?,
4510,What were our total payroll expenses This month?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
4511,How many invoices are past due since (date)?,select count(distinct transaction_id) from master_txn_table where current_date > due_date and transaction_type = 'invoice'
4512,When was the first time we billed for sod,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""sod"" order by transaction_date asc limit 1"
4513,show me expenses for repair & maintenance (deleted) this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
4514,"What was the total amount collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
4515,How much has diego rodriguez paid us year to date?,"select sum(credit) from master_txn_table where customers = ""diego rodriguez"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp)"
4516,What's the total number of invoices we've issued to bill's windsurf shop?,"select count(distinct transaction_id) from master_txn_table where customers = ""bill's windsurf shop"" and transaction_type = 'invoice'"
4517,What's the last journal entry that amy's bird sanctuary recorded?,"select * from journal_entry where customer_name = ""amy's bird sanctuary"" order by transaction_date desc limit 1"
4518,How much we received from uncategorized expense in This year to date?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""uncategorized expense"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
4519,What are my total sales by hours?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""hours"""
4520,What was the max invoice amount for travis waldron?,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T2.account_type in ('Income','Other Income') and strftime(""%m"", T1.transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month"
4521,When did cool cars last pay?,"select transaction_date from master_txn_table where customers = ""cool cars"" and transaction_type = 'payment' order by transaction_date desc limit 1"
4522,How many meals did we deliver last week?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
4523,How are my sales year to date compared to last year?,"select strftime(""%Y"", transaction_date), sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_date) - 1 group by strftime(""%Y"", transaction_date)"
4524,How much we received from plants and soil?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""plants and soil"")"
4525,Show all transactions with Mr B,"select distinct transaction_type, transaction_id from master_txn_table where customers = 'B' or vendor = 'B'"
4526,What are my AR this month/last month?,"select strftime(""%m"", transaction_date), sum(amount) from master_txn_table where account = ""Accounts Receivable (A/R)"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by strftime(""%m"", transaction_date)"
4527,Who has the most money outstanding?,select customer_name from customers order by balance desc limit 1
4528,show me my product level revenue for this month vs last month,"select product_service, strftime(""%m"", transaction_date), sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by product_service, strftime(""%m"", transaction_date)"
4529,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
4530,How many invoices are still oustanding for barnett design as of MTD?,"select count(distinct transaction_id) from master_txn_table where customers = ""barnett design"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
4531,What payment method was used to pay sales receipt #101010,"select payment_method from master_txn_table where transaction_type = 'sales receipt' and transaction_id = ""101010"""
4532,Display the total number of transactions with geeta kalapatapu,"select count(distinct transaction_id) from master_txn_table where customers = ""geeta kalapatapu"""
4533,What payment method was used to pay invoice #101010,"select payment_method from master_txn_table where transaction_type = 'invoice' and transaction_id = ""101010"""
4534,"This fiscal year, what are my AR?","select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date)"
4535,How much has rago travel agency paid us This year to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""rago travel agency"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) and account_type in ('Income','Other Income')"
4536,Compare sales by customer year to date,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) group by customers"
4537,what are sales by location this year,"select billing_city, sum(credit) from master_txn_table as T1 inner join customers as T2 on T1.customers = T2.customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
4538,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
4539,How many invoices are still oustanding for 0969 ocean view road as of This week to date?,"select count(distinct transaction_id) from master_txn_table where customers = ""0969 ocean view road"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
4540,How much money did we make MTD?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date) AND date(current_date) "
4541,What was our total spend for equipment repair in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""equipment repair"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
4542,What is the average spend per month on meal and entertainment in the last 12 months?,"select sum(debit)/12 from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""meal and entertainment"") and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1 and account_type in ('Expense','Other Expense')"
4543,What was the General Ledger Account 762 for the year?,"select * from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_id = ""762"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
4544,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
4545,Number of invoices created for mastercard?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""mastercard"")"
4546,How much did dylan sollfrank spend This fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""dylan sollfrank"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) and account_type in ('Expense','Other Expense')"
4547,What were my expenses in the on <date>?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
4548,rago travel agency has received how many invoices?,"select count(distinct transaction_id) from master_txn_table where customers = ""rago travel agency"" and transaction_type = 'invoice'"
4549,give me the list of accounts where my revenue increased by more than 50% in this month as compared to last month,"select T1.account, revenue_this_month, revenue_last_month from(select account, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by account) as T1 join (select account, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by account) as T2 where revenue_this_month >= revenue_last_month * 1.5"
4550,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
4551,How many bill's windsurf shop invoices haven't been paid yet?,"select count(distinct transaction_id) from master_txn_table where customers = ""bill's windsurf shop"" and open_balance > 0 and transaction_type = 'invoice'"
4552,How much have we been spending on rent or lease today ?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""rent or lease"") and transaction_date date( current_date)"
4553,Show all transactions with gevelber photography,"select count(distinct transaction_id) from master_txn_table where customers = ""gevelber photography"""
4554,What's the average contract size for the Sales team?,
4555,When was red rock diner last payment?,"select transaction_date from master_txn_table where customers = ""red rock diner"" and transaction_type = 'payment' order by transaction_date desc limit 1"
4556,How many invoices are past due since This fiscal year to date?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') and open_balance > 0"
4557,Show number of transactions with jeff's jalopy,"select count(distinct transaction_id) from master_txn_table where customers = ""jeff's jalopy"""
4558,How many bill did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""bill"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
4559,"This quarter, how much did we pay cigna health care?","select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""cigna health care"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
4560,sonnenschein family store has received how many invoices?,"select count(distinct transaction_id) from master_txn_table where customers = ""sonnenschein family store"" and transaction_type = 'invoice'"
4561,How many paulsen medical supplies invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""paulsen medical supplies"" and open_balance > 0 and transaction_type = 'invoice'"
4562,What is my total bill for computer by jenni?,"select sum(credit) from master_txn_table where transaction_type = 'bill' and vendor = ""computer by jenni"""
4563,How many Adobe subscriptions do we have?,
4564,Number of invoices created for labor?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""labor"")"
4565,"This year, how many invoices have been paid?",
4566,How much did sushi by katsuyuki spend This week to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""sushi by katsuyuki"" and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
4567,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
4568,What was the last invoice amount for promotional in Last 30 days?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""promotional"") and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
4569,Show all transactions with 55 twin lane,"select count(distinct transaction_id) from master_txn_table where customers = ""55 twin lane"""
4570,How many invoices are past due since Last 30 days?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  and open_balance > 0"
4571,How much we received from commission?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""commission"")"
4572,What was our greatest expense Last 30 days?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  order by sum(debit) desc limit 1"
4573,Whats our monthly spend on lee advertising?,"select strftime(""%m"", transaction_date), sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""lee advertising"" and account_type in ('Expense','Other Expense') group by strftime(""%m"", transaction_date)"
4574,When was the last time we billed for hours,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""hours"" order by transaction_date desc limit 1"
4575,How much did kookies by kathy spend on refunds-allowances in July?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""kookies by kathy"" and instr(account,""refunds-allowances"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
4576,How many credit card transactions occurred yesterday?,"select count(distinct transaction_id) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where T2.credit_card = ""yes"" and T1.transaction_date = date(current_date, ""-1 days"")"
4577,What's the average contract size for the Sales team?,
4578,"This fiscal year, how much did we pay fidelity?","select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""fidelity"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date)"
4579,"As of since <date>, how many invoices for kate whelan remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""kate whelan"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
4580,How much money have we paid to pg&e This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""pg&e"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
4581,How many account receivable did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""account receivable"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
4582,What are my expenses for the This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) and account_type in ('Expense','Other Expense')"
4583,What is my last invoice from red rock diner?,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""red rock diner"" order by transaction_date limit 1"
4584,"which pest control services category  freeman sporting goods am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""freeman sporting goods"" and instr(account,""pest control services"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
4585,"Since today, how many invoices have been past due?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date date( current_date) and open_balance > 0
4586,"today, what are my AR?",select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date date( current_date)
4587,What was the most recent invoice for refund & allowance?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and product_service = ""refund & allowance"" order by transaction_date desc limit 1"
4588,How many credit card transactions occurred yesterday?,"select count(distinct transaction_id) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where T2.credit_card = ""yes"" and T1.transaction_date = date(current_date, ""-1 days"")"
4589,How much money have we paid to cigna health care This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""cigna health care"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
4590,What is my average revenue for Customer A in the last 5 years?,"select sum(credit)/5 from master_txn_table where customers = ""A"" and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_timestamp)-4;"
4591,How much money does wedding planning by whitney still owe?,"select billing_city, sum(credit) from master_txn_table join customers on customers = customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
4592,When was barnett design last payment?,"select transaction_date from master_txn_table where customers = ""barnett design"" and transaction_type = 'payment' order by transaction_date desc limit 1"
4593,How much credit does geeta kalapatapu have This month to date?,"select sum(open_balance) from (select distinct transaction_id, open_balance from master_txn_table where customers = ""geeta kalapatapu"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  and account = 'account receivable')"
4594,When was geeta kalapatapu last payment?,"select transaction_date from master_txn_table where customers = ""geeta kalapatapu"" and transaction_type = 'payment' order by transaction_date desc limit 1"
4595,How much has kate whelan been paying us each month?,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""kate whelan"" and account_type in ('Income','Other Income') group by strftime(""%m"", transaction_date)"
4596,"Which salesperson generated the most ""Bond Fees"" last month?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%m"",transaction_date) = strftime(""%m"",current_date) - 1 and misc.salesperson = X and product_service = 'Bond fees' group by misc.salesperson order by sum(credit) desc limit 1"
4597,How many invoices are still oustanding for customer dylan sollfrank as of (date)?,"select count(distinct transaction_id) from master_txn_table where customers = ""dylan sollfrank"" and transaction_type = 'invoice' and AR_paid = 'unpaid'"
4598,What are my AR Last year?,"select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
4599,What is the balance owed by shara barnett?,"select balance from Customers where customer_name = ""shara barnett"""
4600,Number of invoices created for saving in This year to date?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""saving"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
4601,How much has travis waldron paid us Last quarter?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""travis waldron"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
4602,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
4603,What's the average contract size for the Sales team?,
4604,How much credit does sonnenschein family store have This week to date?,"select sum(open_balance) from (select distinct transaction_id, open_balance from master_txn_table where customers = ""sonnenschein family store"" and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account = 'account receivable')"
4605,How much money have we spent on billable expense income this month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""billable expense income"") and strftime(""%m"", transaction_date)  = strftime(""%m"", current_date)"
4606,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
4607,What was our greatest expense Last quarter?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
4608,show me expenses for maintenance and repair this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
4609,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
4610,Show how many transactions you've had with weiskopf consulting,"select count(distinct transaction_id) from master_txn_table where customers = ""weiskopf consulting"""
4611,How much total income did we receive from credit card transactions yesterday?,"select sum(credit) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and T2.credit_card = ""yes"" "
4612,What are john melton recurring product purchases over past 6 months?,"select product_service from ( select product_service, count(distinct strftime(""%m"", transaction_date)) as n_months from master_txn_table where customers = ""john melton"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_date) - 6 group by product_service ) where n_months >= 6"
4613,When did pye's cake first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""pye's cake"" order by transaction_date limit 1"
4614,"YTD, how many installation did dylan sollfrank sell?","select sum(quantity) from master_txn_table where customers = ""dylan sollfrank"" and product_service = ""installation"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
4615,How many MASTERCARD transactions did we have yesterday?,select count(distinct transaction_id) from master_txn_table where payment_method = 'mastercard'
4616,What are my account payable since <date>?,select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
4617,What's the total number of invoices we've issued weiskopf consulting?,"select count(distinct transaction_id) from master_txn_table where customers = ""weiskopf consulting"" and transaction_type = 'invoice'"
4618,"august, what are my account payable?",select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
4619,How much we received from maintenance and repairs?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""maintenance and repairs"")"
4620,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
4621,Who has the most money outstanding?,select customer_name from customers order by balance desc limit 1
4622,What were my outgoings during the Last 12 months?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
4623,What was our greatest expense between <date> and <date>?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date) order by sum(debit) desc limit 1"
4624,Display the total number of transactions with cool cars,"select count(distinct transaction_id) from master_txn_table where customers = ""cool cars"""
4625,What was my total sales for bill's windsurf shop during last month?,"select sum(credit) from master_txn_table where customers = ""bill's windsurf shop"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1;"
4626,Number of invoices created for due in This week to date?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""due"") and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
4627,How many invoices have we sent to customer travis waldron?,"select count(distinct transaction_id) from master_txn_table where customers = ""travis waldron"" and transaction_type = 'invoice'"
4628,"As of This week, how many invoices for bill's windsurf shop remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""bill's windsurf shop"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
4629,What were my expenses in the This fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) and account_type in ('Expense','Other Expense')"
4630,When was the last time we billed for pump,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""pump"" order by transaction_date desc limit 1"
4631,When was the last time we billed for sprinkler pipes,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""sprinkler pipes"" order by transaction_date desc limit 1"
4632,"Since This quarter, how many invoices have gone unpaid?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
4633,How much credit does customer dukes basketball camp have month to date/year to date,"select balance from customers where customer_name = ""dukes basketball camp"""
4634,How many concrete did pye's cake sell last month?,"select sum(quantity) from master_txn_table where customers = ""pye's cake"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
4635,How much did freeman sporting good spend This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""freeman sporting good"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
4636,What was our greatest expense Last 12 months?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date)  order by sum(debit) desc limit 1"
4637,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
4638,When was mark cho first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""mark cho"" order by transaction_date limit 1"
4639,How much we received from board of equalization payable in MTD?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""board of equalization payable"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
4640,Number of invoices created for retained earnings?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""retained earnings"")"
4641,How much money did we make Last year?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
4642,When did dukes basketball camp first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""dukes basketball camp"" order by transaction_date limit 1"
4643,How often do we bill concrete for mark cho?,"select sum(quantity) from master_txn_table where customers = ""mark cho"" and product_service = ""concrete"""
4644,How much we received from installation?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""installation"")"
4645,What is my last revenue for wedding planning by whitney in the This fiscal year to date?,"select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""wedding planning by whitney"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
4646,How many sales did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""sales"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
4647,How much has 55 twin lane been paying us each month?,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""55 twin lane"" and account_type in ('Income','Other Income') group by strftime(""%m"", transaction_date)"
4648,What was my total sales for 55 twin lane during last month?,"select sum(credit) from master_txn_table where customers = ""55 twin lane"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1;"
4649,How many invoices have we sent to customer barnett design?,"select count(distinct transaction_id) from master_txn_table where customers = ""barnett design"" and transaction_type = 'invoice'"
4650,What were our total payroll expenses Last 12 months?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
4651,How much has amy's bird sanctuary paid us Last quarter?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""amy's bird sanctuary"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
